Comment:	20231003 sppedbump
Time	Vehicle Speed	FL Sprung acceleration	FR Sprung acceleration	RL Sprung acceleration	RR Sprung acceleration	FL Unsprung acceleration	FR Unsprung acceleration	RL Unsprung acceleration	RR Unsprung acceleration	Bellow pressure RL	Bellow pressure RR	Acceleration X	Acceleration Y	Acceleration Z
1.573	40.201	-0.031	-0.146	-0.201	-0.063	2.226	0.499	0.024	2.163	1.896	1.822	0.040	0.014	-0.108
1.573	40.201	-0.028	-0.149	-0.207	-0.060	2.303	0.561	-0.165	2.355	1.889	1.825	0.038	0.016	-0.104
1.573	40.213	-0.027	-0.147	-0.209	-0.051	2.380	0.632	-0.282	2.533	1.889	1.823	0.040	0.014	-0.103
1.574	40.216	-0.030	-0.143	-0.218	-0.040	2.423	0.688	-0.306	2.529	1.891	1.823	0.039	0.014	-0.105
1.574	40.204	-0.034	-0.139	-0.225	-0.025	2.432	0.732	-0.179	2.374	1.881	1.821	0.036	0.014	-0.104
1.574	40.216	-0.040	-0.132	-0.236	-0.007	2.424	0.769	-0.010	2.177	1.883	1.827	0.037	0.013	-0.103
1.574	40.207	-0.043	-0.125	-0.244	0.013	2.420	0.795	0.141	2.076	1.882	1.823	0.042	0.019	-0.102
1.574	40.222	-0.045	-0.120	-0.253	0.034	2.461	0.856	0.123	2.128	1.882	1.821	0.035	0.020	-0.102
1.575	40.213	-0.041	-0.113	-0.258	0.055	2.536	0.890	-0.068	2.325	1.877	1.827	0.034	0.024	-0.102
1.575	40.213	-0.038	-0.107	-0.263	0.074	2.638	0.954	-0.315	2.548	1.872	1.833	0.032	0.026	-0.099
1.575	40.216	-0.033	-0.101	-0.265	0.088	2.751	0.996	-0.434	2.659	1.873	1.821	0.031	0.029	-0.097
1.575	40.231	-0.029	-0.097	-0.263	0.101	2.814	1.038	-0.377	2.623	1.876	1.818	0.029	0.032	-0.096
1.575	40.225	-0.029	-0.092	-0.258	0.107	2.840	1.089	-0.193	2.404	1.870	1.825	0.027	0.037	-0.100
1.576	40.240	-0.029	-0.091	-0.251	0.110	2.846	1.102	0.034	2.201	1.875	1.822	0.024	0.040	-0.097
1.576	40.247	-0.032	-0.086	-0.243	0.108	2.841	1.117	0.143	2.123	1.882	1.826	0.018	0.044	-0.096
1.576	40.268	-0.038	-0.084	-0.235	0.102	2.846	1.128	0.069	2.153	1.872	1.817	0.020	0.050	-0.100
1.576	40.228	-0.039	-0.080	-0.225	0.094	2.885	1.145	-0.172	2.265	1.881	1.822	0.017	0.050	-0.094
1.576	40.244	-0.042	-0.080	-0.213	0.081	2.943	1.162	-0.378	2.400	1.875	1.816	0.012	0.053	-0.090
1.577	40.222	-0.046	-0.079	-0.202	0.067	2.967	1.168	-0.468	2.451	1.873	1.812	0.009	0.058	-0.095
1.577	40.219	-0.043	-0.080	-0.190	0.050	3.026	1.181	-0.381	2.368	1.875	1.815	0.004	0.060	-0.093
1.577	40.247	-0.044	-0.084	-0.179	0.036	3.031	1.168	-0.244	2.287	1.870	1.818	-0.001	0.064	-0.093
1.577	40.231	-0.044	-0.084	-0.168	0.023	3.021	1.197	-0.156	2.215	1.870	1.818	-0.004	0.064	-0.095
1.577	40.237	-0.045	-0.090	-0.159	0.013	2.995	1.213	-0.178	2.223	1.874	1.820	-0.011	0.069	-0.093
1.578	40.231	-0.045	-0.093	-0.151	0.006	2.932	1.259	-0.221	2.266	1.878	1.815	-0.015	0.066	-0.094
1.578	40.237	-0.045	-0.096	-0.146	0.002	2.841	1.262	-0.294	2.330	1.873	1.822	-0.020	0.066	-0.095
1.578	40.247	-0.046	-0.099	-0.141	0.002	2.743	1.270	-0.268	2.379	1.870	1.817	-0.025	0.066	-0.094
1.578	40.234	-0.046	-0.099	-0.141	0.006	2.653	1.277	-0.114	2.385	1.869	1.819	-0.031	0.066	-0.098
1.578	40.222	-0.044	-0.098	-0.143	0.012	2.631	1.302	0.023	2.316	1.865	1.818	-0.036	0.064	-0.101
1.579	40.240	-0.044	-0.099	-0.146	0.026	2.627	1.300	0.123	2.227	1.869	1.817	-0.040	0.062	-0.100
1.579	40.247	-0.045	-0.094	-0.151	0.041	2.660	1.330	0.135	2.163	1.876	1.820	-0.043	0.060	-0.104
1.579	40.244	-0.046	-0.091	-0.157	0.058	2.714	1.338	0.070	2.213	1.873	1.820	-0.049	0.057	-0.105
1.579	40.234	-0.046	-0.086	-0.162	0.079	2.719	1.340	-0.029	2.264	1.870	1.819	-0.053	0.055	-0.108
1.579	40.253	-0.049	-0.084	-0.166	0.097	2.622	1.345	-0.159	2.327	1.872	1.813	-0.057	0.053	-0.108
1.580	40.228	-0.047	-0.076	-0.170	0.114	2.505	1.301	-0.262	2.356	1.868	1.809	-0.062	0.048	-0.109
1.580	40.256	-0.049	-0.070	-0.171	0.131	2.387	1.288	-0.318	2.320	1.869	1.809	-0.064	0.044	-0.112
1.580	40.259	-0.045	-0.061	-0.175	0.142	2.280	1.269	-0.316	2.241	1.873	1.808	-0.069	0.039	-0.108
1.580	40.240	-0.041	-0.051	-0.177	0.149	2.221	1.288	-0.197	2.178	1.863	1.808	-0.071	0.033	-0.111
1.580	40.262	-0.038	-0.041	-0.181	0.151	2.155	1.301	-0.078	2.171	1.867	1.815	-0.076	0.031	-0.111
1.581	40.271	-0.036	-0.030	-0.182	0.147	2.121	1.308	-0.001	2.204	1.865	1.813	-0.078	0.023	-0.108
1.581	40.271	-0.034	-0.023	-0.186	0.140	2.126	1.262	0.017	2.245	1.870	1.806	-0.082	0.018	-0.106
1.581	40.256	-0.036	-0.014	-0.189	0.129	2.121	1.215	0.010	2.290	1.859	1.818	-0.086	0.015	-0.106
1.581	40.259	-0.037	-0.007	-0.190	0.112	2.085	1.169	0.024	2.379	1.864	1.821	-0.086	0.006	-0.103
1.581	40.262	-0.035	-0.002	-0.190	0.097	2.023	1.174	0.041	2.408	1.869	1.813	-0.087	-0.002	-0.102
1.582	40.247	-0.033	0.001	-0.190	0.075	1.952	1.200	0.015	2.349	1.872	1.815	-0.089	-0.004	-0.101
1.582	40.286	-0.029	0.004	-0.186	0.055	1.895	1.243	0.027	2.289	1.865	1.800	-0.091	-0.012	-0.100
1.582	40.274	-0.024	0.006	-0.181	0.030	1.867	1.249	0.054	2.140	1.862	1.817	-0.090	-0.017	-0.098
1.582	40.292	-0.017	0.008	-0.176	0.005	1.876	1.216	0.084	1.965	1.873	1.813	-0.093	-0.023	-0.097
1.582	40.289	-0.014	0.011	-0.172	-0.021	1.881	1.183	0.125	1.806	1.876	1.809	-0.094	-0.026	-0.097
1.583	40.286	-0.011	0.014	-0.166	-0.042	1.841	1.159	0.137	1.714	1.861	1.814	-0.093	-0.032	-0.098
1.583	40.295	-0.012	0.018	-0.166	-0.061	1.795	1.164	0.066	1.738	1.868	1.813	-0.094	-0.035	-0.099
1.583	40.314	-0.008	0.021	-0.167	-0.077	1.747	1.188	0.044	1.883	1.863	1.812	-0.095	-0.037	-0.100
1.583	40.298	-0.009	0.027	-0.167	-0.089	1.745	1.263	0.000	2.005	1.864	1.816	-0.093	-0.039	-0.103
1.583	40.329	-0.005	0.028	-0.170	-0.096	1.728	1.319	-0.003	2.080	1.861	1.814	-0.089	-0.042	-0.106
1.584	40.332	-0.001	0.031	-0.173	-0.099	1.714	1.384	0.057	2.083	1.876	1.812	-0.093	-0.045	-0.106
1.584	40.314	0.008	0.035	-0.177	-0.098	1.693	1.323	0.162	1.971	1.862	1.810	-0.092	-0.045	-0.110
1.584	40.341	0.008	0.036	-0.182	-0.093	1.646	1.234	0.281	1.833	1.863	1.814	-0.092	-0.043	-0.113
1.584	40.347	0.015	0.040	-0.187	-0.085	1.602	1.120	0.346	1.782	1.872	1.811	-0.092	-0.042	-0.114
1.584	40.366	0.016	0.043	-0.194	-0.073	1.520	1.052	0.272	1.826	1.865	1.806	-0.088	-0.043	-0.118
1.585	40.338	0.017	0.047	-0.203	-0.062	1.486	1.082	0.104	1.924	1.859	1.810	-0.087	-0.039	-0.124
1.585	40.353	0.019	0.050	-0.212	-0.049	1.491	1.172	-0.033	2.005	1.868	1.814	-0.087	-0.037	-0.122
1.585	40.366	0.021	0.054	-0.221	-0.033	1.547	1.249	-0.070	2.007	1.863	1.815	-0.085	-0.034	-0.128
1.585	40.369	0.023	0.056	-0.232	-0.014	1.605	1.274	-0.016	1.903	1.871	1.811	-0.084	-0.028	-0.129
1.585	40.366	0.025	0.059	-0.241	0.005	1.656	1.232	0.135	1.785	1.869	1.806	-0.083	-0.026	-0.129
1.586	40.372	0.027	0.059	-0.251	0.022	1.644	1.163	0.306	1.742	1.863	1.810	-0.080	-0.022	-0.127
1.586	40.372	0.030	0.061	-0.259	0.039	1.609	1.117	0.383	1.760	1.864	1.807	-0.079	-0.014	-0.130
1.586	40.366	0.031	0.061	-0.265	0.048	1.514	1.110	0.357	1.894	1.864	1.812	-0.079	-0.008	-0.127
1.586	40.369	0.030	0.063	-0.270	0.054	1.450	1.183	0.245	2.011	1.851	1.814	-0.074	-0.002	-0.126
1.586	40.366	0.031	0.062	-0.275	0.054	1.420	1.260	0.171	2.099	1.864	1.806	-0.074	0.003	-0.123
1.587	40.381	0.029	0.061	-0.276	0.048	1.418	1.293	0.227	1.976	1.854	1.815	-0.073	0.011	-0.119
1.587	40.387	0.030	0.060	-0.276	0.037	1.414	1.304	0.357	1.736	1.854	1.813	-0.071	0.017	-0.117
1.587	40.363	0.037	0.055	-0.272	0.020	1.431	1.290	0.513	1.432	1.866	1.814	-0.070	0.027	-0.110
1.587	40.369	0.035	0.056	-0.266	0.002	1.386	1.293	0.686	1.193	1.860	1.813	-0.065	0.032	-0.108
1.587	40.356	0.037	0.056	-0.261	-0.021	1.367	1.306	0.695	1.132	1.866	1.804	-0.065	0.039	-0.101
1.588	40.359	0.037	0.058	-0.253	-0.044	1.316	1.326	0.534	1.227	1.852	1.815	-0.062	0.048	-0.100
1.588	40.366	0.036	0.058	-0.241	-0.066	1.271	1.374	0.281	1.390	1.855	1.821	-0.060	0.058	-0.094
1.588	40.356	0.033	0.063	-0.229	-0.090	1.278	1.422	0.071	1.548	1.848	1.814	-0.060	0.064	-0.091
1.588	40.344	0.031	0.065	-0.216	-0.112	1.293	1.445	0.093	1.579	1.853	1.815	-0.055	0.074	-0.087
1.588	40.341	0.029	0.071	-0.203	-0.132	1.308	1.444	0.249	1.408	1.849	1.808	-0.050	0.081	-0.082
1.589	40.329	0.029	0.075	-0.189	-0.153	1.286	1.459	0.498	1.180	1.849	1.815	-0.049	0.089	-0.081
1.589	40.332	0.033	0.078	-0.175	-0.170	1.264	1.456	0.664	0.992	1.855	1.818	-0.049	0.096	-0.078
1.589	40.341	0.036	0.079	-0.163	-0.186	1.191	1.493	0.667	0.932	1.849	1.814	-0.046	0.105	-0.078
1.589	40.332	0.042	0.080	-0.153	-0.196	1.145	1.500	0.501	1.034	1.858	1.812	-0.044	0.111	-0.075
1.589	40.335	0.045	0.080	-0.142	-0.204	1.116	1.516	0.291	1.180	1.852	1.811	-0.042	0.118	-0.077
1.590	40.332	0.047	0.081	-0.133	-0.206	1.131	1.498	0.172	1.281	1.849	1.808	-0.040	0.124	-0.078
1.590	40.323	0.044	0.083	-0.124	-0.206	1.157	1.470	0.196	1.239	1.841	1.816	-0.039	0.130	-0.075
1.590	40.323	0.041	0.084	-0.117	-0.200	1.216	1.431	0.381	1.076	1.848	1.817	-0.037	0.135	-0.077
1.590	40.320	0.035	0.085	-0.110	-0.192	1.212	1.391	0.562	0.876	1.849	1.814	-0.036	0.141	-0.081
1.590	40.320	0.032	0.085	-0.102	-0.181	1.172	1.371	0.679	0.735	1.843	1.815	-0.035	0.145	-0.082
1.591	40.311	0.029	0.087	-0.096	-0.167	1.069	1.399	0.613	0.729	1.848	1.817	-0.034	0.147	-0.087
1.591	40.335	0.032	0.090	-0.092	-0.156	0.967	1.466	0.441	0.804	1.861	1.816	-0.033	0.150	-0.088
1.591	40.323	0.036	0.093	-0.087	-0.140	0.870	1.536	0.258	0.923	1.846	1.816	-0.035	0.151	-0.090
1.591	40.323	0.041	0.095	-0.082	-0.128	0.815	1.580	0.189	0.911	1.844	1.816	-0.027	0.149	-0.092
1.591	40.335	0.048	0.099	-0.080	-0.118	0.810	1.545	0.232	0.804	1.847	1.817	-0.032	0.150	-0.093
1.592	40.314	0.052	0.102	-0.075	-0.106	0.819	1.486	0.422	0.614	1.840	1.815	-0.035	0.151	-0.094
1.592	40.335	0.055	0.107	-0.072	-0.100	0.833	1.415	0.658	0.458	1.841	1.812	-0.033	0.143	-0.095
1.592	40.353	0.054	0.111	-0.072	-0.095	0.785	1.372	0.804	0.381	1.842	1.816	-0.034	0.140	-0.092
1.592	40.314	0.055	0.116	-0.069	-0.094	0.703	1.394	0.802	0.426	1.840	1.812	-0.038	0.135	-0.095
1.592	40.329	0.051	0.121	-0.067	-0.095	0.579	1.419	0.631	0.589	1.841	1.814	-0.039	0.128	-0.094
1.593	40.353	0.051	0.123	-0.065	-0.099	0.477	1.434	0.422	0.742	1.844	1.818	-0.038	0.121	-0.096
1.593	40.335	0.052	0.128	-0.060	-0.106	0.392	1.428	0.326	0.823	1.834	1.820	-0.042	0.112	-0.092
1.593	40.347	0.057	0.129	-0.057	-0.115	0.339	1.363	0.324	0.793	1.836	1.818	-0.045	0.105	-0.091
1.593	40.353	0.063	0.131	-0.051	-0.125	0.308	1.335	0.452	0.704	1.837	1.813	-0.047	0.096	-0.089
1.593	40.353	0.073	0.132	-0.046	-0.134	0.274	1.275	0.586	0.574	1.830	1.814	-0.050	0.083	-0.087
1.594	40.341	0.077	0.131	-0.043	-0.143	0.211	1.265	0.657	0.466	1.842	1.824	-0.052	0.073	-0.087
1.594	40.359	0.082	0.130	-0.040	-0.150	0.196	1.272	0.626	0.428	1.828	1.813	-0.053	0.062	-0.089
1.594	40.350	0.084	0.127	-0.036	-0.158	0.145	1.256	0.498	0.413	1.849	1.820	-0.055	0.051	-0.086
1.594	40.356	0.082	0.124	-0.035	-0.158	0.131	1.241	0.340	0.424	1.842	1.819	-0.056	0.041	-0.090
1.594	40.372	0.081	0.119	-0.032	-0.161	0.050	1.214	0.220	0.436	1.839	1.812	-0.057	0.030	-0.092
1.595	40.375	0.077	0.113	-0.029	-0.158	-0.039	1.157	0.180	0.405	1.831	1.815	-0.058	0.021	-0.094
1.595	40.390	0.077	0.104	-0.026	-0.155	-0.140	1.093	0.238	0.389	1.837	1.814	-0.060	0.015	-0.101
1.595	40.359	0.080	0.096	-0.023	-0.148	-0.288	1.037	0.439	0.390	1.832	1.818	-0.060	0.007	-0.104
1.595	40.341	0.082	0.087	-0.018	-0.142	-0.428	0.993	0.592	0.464	1.842	1.815	-0.058	-0.004	-0.109
1.595	40.353	0.085	0.080	-0.014	-0.132	-0.555	0.987	0.679	0.483	1.839	1.821	-0.058	-0.009	-0.115
1.596	40.332	0.086	0.076	-0.007	-0.120	-0.627	0.987	0.630	0.477	1.838	1.815	-0.057	-0.016	-0.119
1.596	40.347	0.082	0.072	-0.004	-0.108	-0.652	0.999	0.481	0.480	1.840	1.812	-0.053	-0.022	-0.132
1.596	40.338	0.078	0.070	0.003	-0.096	-0.634	1.010	0.424	0.456	1.828	1.814	-0.055	-0.027	-0.140
1.596	40.326	0.070	0.069	0.007	-0.083	-0.628	1.010	0.439	0.446	1.834	1.817	-0.053	-0.031	-0.151
1.596	40.347	0.062	0.069	0.011	-0.072	-0.667	1.003	0.482	0.383	1.834	1.819	-0.048	-0.034	-0.159
1.597	40.320	0.060	0.070	0.015	-0.061	-0.703	0.965	0.550	0.326	1.836	1.819	-0.049	-0.038	-0.169
1.597	40.317	0.054	0.069	0.020	-0.053	-0.808	0.920	0.639	0.288	1.824	1.816	-0.042	-0.040	-0.180
1.597	40.311	0.054	0.074	0.023	-0.051	-0.901	0.887	0.717	0.223	1.835	1.816	-0.043	-0.049	-0.189
1.597	40.305	0.055	0.074	0.026	-0.049	-0.981	0.851	0.704	0.180	1.832	1.815	-0.041	-0.045	-0.199
1.597	40.292	0.053	0.075	0.029	-0.056	-1.025	0.852	0.610	0.172	1.830	1.813	-0.038	-0.049	-0.209
1.598	40.286	0.052	0.075	0.031	-0.062	-1.027	0.829	0.471	0.219	1.838	1.809	-0.036	-0.047	-0.217
1.598	40.268	0.049	0.077	0.036	-0.073	-1.042	0.800	0.360	0.274	1.825	1.822	-0.033	-0.052	-0.225
1.598	40.271	0.042	0.078	0.039	-0.089	-1.042	0.801	0.369	0.346	1.821	1.817	-0.031	-0.053	-0.233
1.598	40.277	0.039	0.080	0.043	-0.106	-1.039	0.776	0.476	0.357	1.828	1.815	-0.029	-0.055	-0.237
1.598	40.274	0.033	0.083	0.046	-0.127	-1.048	0.791	0.604	0.306	1.825	1.814	-0.026	-0.057	-0.243
1.599	40.265	0.032	0.084	0.047	-0.149	-1.081	0.777	0.704	0.202	1.833	1.823	-0.024	-0.058	-0.249
1.599	40.283	0.033	0.085	0.047	-0.174	-1.142	0.776	0.718	0.107	1.830	1.819	-0.023	-0.059	-0.250
1.599	40.253	0.034	0.083	0.045	-0.198	-1.199	0.763	0.658	0.045	1.828	1.820	-0.019	-0.062	-0.255
1.599	40.271	0.035	0.081	0.040	-0.221	-1.254	0.756	0.535	0.060	1.825	1.815	-0.017	-0.061	-0.260
1.599	40.271	0.034	0.077	0.036	-0.245	-1.296	0.750	0.413	0.096	1.825	1.811	-0.016	-0.062	-0.262
1.600	40.253	0.030	0.073	0.029	-0.267	-1.290	0.760	0.330	0.054	1.831	1.811	-0.013	-0.064	-0.261
1.600	40.262	0.025	0.068	0.020	-0.287	-1.289	0.777	0.369	-0.024	1.834	1.815	-0.011	-0.063	-0.264
1.600	40.259	0.021	0.062	0.007	-0.306	-1.264	0.800	0.522	-0.118	1.831	1.814	-0.011	-0.060	-0.261
1.600	40.256	0.016	0.055	-0.007	-0.320	-1.269	0.831	0.715	-0.251	1.829	1.809	-0.007	-0.061	-0.259
1.600	40.271	0.015	0.050	-0.027	-0.330	-1.300	0.857	0.791	-0.344	1.820	1.820	-0.004	-0.058	-0.258
1.601	40.250	0.016	0.044	-0.047	-0.335	-1.380	0.874	0.783	-0.267	1.826	1.819	-0.005	-0.056	-0.255
1.601	40.253	0.020	0.037	-0.070	-0.335	-1.447	0.875	0.675	-0.118	1.833	1.814	-0.004	-0.054	-0.254
1.601	40.259	0.026	0.029	-0.094	-0.331	-1.498	0.845	0.597	0.037	1.826	1.813	0.001	-0.051	-0.251
1.601	40.259	0.031	0.022	-0.116	-0.317	-1.510	0.827	0.585	0.072	1.830	1.815	0.002	-0.046	-0.249
1.601	40.244	0.036	0.016	-0.143	-0.299	-1.475	0.836	0.585	-0.020	1.834	1.810	0.005	-0.042	-0.244
1.602	40.234	0.038	0.008	-0.171	-0.272	-1.433	0.870	0.751	-0.170	1.829	1.813	0.006	-0.037	-0.241
1.602	40.250	0.040	0.005	-0.196	-0.243	-1.358	0.924	0.868	-0.317	1.827	1.817	0.007	-0.034	-0.237
1.602	40.240	0.040	0.004	-0.223	-0.209	-1.349	0.946	0.941	-0.440	1.824	1.811	0.010	-0.025	-0.236
1.602	40.250	0.039	0.005	-0.247	-0.173	-1.353	0.956	0.886	-0.402	1.828	1.810	0.013	-0.020	-0.235
1.602	40.259	0.041	0.009	-0.267	-0.141	-1.369	0.872	0.728	-0.275	1.825	1.817	0.015	-0.014	-0.229
1.603	40.250	0.047	0.015	-0.284	-0.109	-1.402	0.788	0.566	-0.146	1.825	1.808	0.015	-0.007	-0.226
1.603	40.253	0.053	0.020	-0.301	-0.084	-1.464	0.718	0.436	-0.123	1.822	1.811	0.018	-0.003	-0.224
1.603	40.222	0.060	0.027	-0.314	-0.064	-1.499	0.698	0.439	-0.170	1.831	1.814	0.019	0.002	-0.220
1.603	40.271	0.064	0.033	-0.323	-0.049	-1.525	0.746	0.533	-0.355	1.827	1.815	0.021	0.008	-0.220
1.603	40.268	0.069	0.037	-0.328	-0.043	-1.505	0.825	0.677	-0.543	1.831	1.811	0.021	0.014	-0.218
1.604	40.244	0.069	0.040	-0.329	-0.042	-1.474	0.906	0.809	-0.617	1.826	1.811	0.023	0.019	-0.217
1.604	40.240	0.067	0.040	-0.328	-0.051	-1.469	0.925	0.823	-0.549	1.824	1.809	0.023	0.024	-0.221
1.604	40.262	0.065	0.038	-0.325	-0.064	-1.407	0.876	0.744	-0.402	1.831	1.813	0.022	0.027	-0.215
1.604	40.240	0.062	0.037	-0.320	-0.084	-1.380	0.800	0.611	-0.289	1.825	1.802	0.022	0.031	-0.216
1.604	40.253	0.062	0.035	-0.314	-0.108	-1.358	0.735	0.497	-0.277	1.830	1.807	0.020	0.034	-0.216
1.605	40.244	0.065	0.035	-0.309	-0.141	-1.356	0.717	0.530	-0.368	1.829	1.808	0.019	0.034	-0.216
1.605	40.247	0.069	0.035	-0.304	-0.172	-1.371	0.743	0.637	-0.520	1.831	1.801	0.016	0.035	-0.218
1.605	40.253	0.072	0.035	-0.300	-0.206	-1.409	0.792	0.695	-0.644	1.829	1.812	0.015	0.034	-0.218
1.605	40.237	0.073	0.033	-0.294	-0.241	-1.445	0.814	0.736	-0.684	1.825	1.806	0.015	0.035	-0.215
1.605	40.256	0.072	0.035	-0.292	-0.275	-1.482	0.793	0.642	-0.604	1.822	1.800	0.014	0.035	-0.218
1.606	40.250	0.069	0.034	-0.288	-0.308	-1.513	0.746	0.474	-0.570	1.820	1.811	0.011	0.035	-0.219
1.606	40.250	0.063	0.035	-0.290	-0.336	-1.544	0.681	0.300	-0.548	1.823	1.811	0.010	0.033	-0.220
1.606	40.262	0.057	0.035	-0.296	-0.358	-1.580	0.647	0.242	-0.629	1.822	1.805	0.010	0.032	-0.220
1.606	40.244	0.054	0.036	-0.302	-0.375	-1.593	0.647	0.306	-0.717	1.823	1.807	0.007	0.032	-0.220
1.606	40.231	0.050	0.034	-0.314	-0.384	-1.609	0.659	0.359	-0.774	1.825	1.804	0.007	0.030	-0.221
1.607	40.268	0.048	0.034	-0.325	-0.389	-1.579	0.657	0.374	-0.783	1.817	1.804	0.007	0.027	-0.219
1.607	40.234	0.051	0.036	-0.340	-0.388	-1.519	0.626	0.363	-0.707	1.821	1.803	0.003	0.026	-0.217
1.607	40.247	0.045	0.037	-0.356	-0.383	-1.466	0.569	0.299	-0.608	1.822	1.798	0.007	0.026	-0.216
1.607	40.240	0.045	0.042	-0.374	-0.373	-1.414	0.497	0.268	-0.538	1.814	1.800	0.007	0.023	-0.213
1.607	40.253	0.037	0.044	-0.391	-0.362	-1.432	0.398	0.257	-0.558	1.815	1.797	0.008	0.021	-0.210
1.608	40.228	0.027	0.046	-0.408	-0.349	-1.501	0.356	0.315	-0.617	1.817	1.797	0.011	0.019	-0.206
1.608	40.262	0.017	0.047	-0.423	-0.334	-1.593	0.304	0.434	-0.712	1.818	1.800	0.010	0.018	-0.203
1.608	40.237	0.005	0.045	-0.437	-0.323	-1.693	0.302	0.568	-0.821	1.818	1.802	0.010	0.014	-0.198
1.608	40.244	-0.001	0.043	-0.450	-0.312	-1.747	0.279	0.631	-0.856	1.813	1.800	0.011	0.014	-0.196
1.608	40.256	-0.008	0.040	-0.460	-0.304	-1.793	0.250	0.659	-0.843	1.814	1.799	0.011	0.013	-0.193
1.609	40.240	-0.010	0.035	-0.472	-0.299	-1.765	0.206	0.633	-0.763	1.813	1.793	0.011	0.011	-0.188
1.609	40.244	-0.012	0.031	-0.482	-0.300	-1.737	0.193	0.590	-0.734	1.814	1.788	0.012	0.007	-0.185
1.609	40.268	-0.015	0.025	-0.487	-0.305	-1.731	0.172	0.571	-0.742	1.807	1.795	0.013	0.007	-0.184
1.609	40.259	-0.017	0.022	-0.487	-0.316	-1.723	0.179	0.593	-0.814	1.817	1.795	0.010	0.007	-0.179
1.609	40.253	-0.022	0.017	-0.485	-0.331	-1.745	0.178	0.679	-0.858	1.800	1.790	0.012	0.006	-0.173
1.610	40.244	-0.025	0.014	-0.476	-0.352	-1.740	0.194	0.729	-0.865	1.811	1.788	0.012	0.004	-0.172
1.610	40.262	-0.029	0.011	-0.462	-0.373	-1.719	0.185	0.747	-0.813	1.816	1.792	0.010	0.008	-0.171
1.610	40.244	-0.031	0.009	-0.444	-0.397	-1.699	0.171	0.713	-0.734	1.808	1.791	0.011	0.004	-0.171
1.610	40.262	-0.031	0.009	-0.423	-0.419	-1.686	0.144	0.678	-0.625	1.811	1.790	0.013	0.007	-0.170
1.610	40.247	-0.031	0.006	-0.397	-0.441	-1.689	0.105	0.660	-0.569	1.809	1.793	0.012	0.012	-0.169
1.611	40.265	-0.030	0.007	-0.369	-0.460	-1.672	0.114	0.725	-0.595	1.808	1.795	0.015	0.013	-0.172
1.611	40.265	-0.031	0.006	-0.342	-0.476	-1.640	0.113	0.800	-0.614	1.807	1.782	0.015	0.017	-0.173
1.611	40.256	-0.029	0.008	-0.316	-0.486	-1.591	0.129	0.876	-0.617	1.806	1.784	0.017	0.021	-0.176
1.611	40.262	-0.030	0.011	-0.294	-0.493	-1.526	0.117	0.857	-0.617	1.808	1.782	0.020	0.026	-0.179
1.611	40.256	-0.032	0.013	-0.273	-0.493	-1.479	0.063	0.798	-0.579	1.794	1.779	0.024	0.030	-0.180
1.612	40.268	-0.032	0.012	-0.257	-0.488	-1.409	-0.003	0.762	-0.506	1.794	1.775	0.025	0.036	-0.185
1.612	40.268	-0.035	0.015	-0.241	-0.477	-1.347	-0.086	0.772	-0.427	1.800	1.784	0.031	0.042	-0.187
1.612	40.280	-0.032	0.014	-0.231	-0.461	-1.285	-0.141	0.813	-0.380	1.813	1.783	0.033	0.045	-0.189
1.612	40.277	-0.030	0.016	-0.221	-0.440	-1.233	-0.187	0.829	-0.385	1.802	1.789	0.036	0.050	-0.191
1.612	40.274	-0.031	0.012	-0.217	-0.414	-1.189	-0.163	0.801	-0.410	1.805	1.785	0.038	0.054	-0.192
1.613	40.262	-0.029	0.009	-0.215	-0.385	-1.160	-0.118	0.744	-0.428	1.803	1.779	0.042	0.058	-0.192
1.613	40.277	-0.029	0.004	-0.215	-0.350	-1.165	-0.072	0.675	-0.398	1.798	1.768	0.045	0.061	-0.193
1.613	40.295	-0.032	0.000	-0.220	-0.314	-1.186	-0.034	0.526	-0.332	1.798	1.777	0.050	0.062	-0.192
1.613	40.283	-0.033	-0.008	-0.224	-0.275	-1.178	-0.033	0.478	-0.195	1.795	1.773	0.048	0.062	-0.190
1.613	40.302	-0.035	-0.014	-0.233	-0.236	-1.143	-0.040	0.519	-0.098	1.778	1.766	0.050	0.062	-0.189
1.614	40.286	-0.035	-0.016	-0.241	-0.198	-1.017	-0.052	0.653	-0.044	1.791	1.764	0.052	0.062	-0.187
1.614	40.292	-0.035	-0.018	-0.248	-0.165	-0.869	-0.059	0.804	-0.034	1.787	1.769	0.052	0.058	-0.185
1.614	40.335	-0.031	-0.020	-0.258	-0.135	-0.698	-0.036	0.889	0.015	1.793	1.773	0.052	0.057	-0.182
1.614	40.295	-0.030	-0.021	-0.268	-0.108	-0.577	0.002	0.862	0.097	1.792	1.762	0.051	0.052	-0.181
1.614	40.320	-0.028	-0.018	-0.278	-0.089	-0.534	0.056	0.754	0.251	1.790	1.763	0.054	0.049	-0.177
1.615	40.326	-0.032	-0.015	-0.289	-0.073	-0.567	0.075	0.635	0.458	1.782	1.765	0.056	0.044	-0.178
1.615	40.311	-0.036	-0.009	-0.298	-0.063	-0.569	0.073	0.536	0.582	1.785	1.767	0.057	0.039	-0.177
1.615	40.317	-0.043	-0.007	-0.308	-0.057	-0.530	0.051	0.534	0.686	1.783	1.767	0.055	0.035	-0.177
1.615	40.323	-0.047	-0.003	-0.318	-0.055	-0.400	0.031	0.570	0.715	1.781	1.763	0.056	0.035	-0.178
