Comment:	20231003 sppedbump
Time	Vehicle Speed	FL Sprung acceleration	FR Sprung acceleration	RL Sprung acceleration	RR Sprung acceleration	FL Unsprung acceleration	FR Unsprung acceleration	RL Unsprung acceleration	RR Unsprung acceleration	Bellow pressure RL	Bellow pressure RR	Acceleration X	Acceleration Y	Acceleration Z
0.954	41.336	1.593	0.737	3.000	3.000	-0.878	0.872	-11.043	-17.539	5.710	6.250	0.625	1.661	3.000
0.954	41.333	1.611	0.733	3.000	3.000	-0.646	1.007	-11.755	-17.645	5.748	6.294	0.639	1.632	3.000
0.955	41.342	1.628	0.728	3.000	3.000	-0.725	1.334	-12.553	-17.578	5.784	6.324	0.650	1.604	3.000
0.955	41.342	1.643	0.728	3.000	3.000	-0.960	1.649	-13.451	-17.161	5.830	6.351	0.654	1.571	3.000
0.955	41.333	1.649	0.728	3.000	3.000	-1.196	1.716	-14.053	-16.761	5.869	6.406	0.653	1.542	3.000
0.955	41.351	1.650	0.733	3.000	3.000	-1.225	1.506	-14.402	-16.836	5.882	6.405	0.646	1.509	3.000
0.955	41.342	1.642	0.740	3.000	3.000	-1.023	1.197	-14.153	-17.611	5.922	6.432	0.641	1.476	3.000
0.956	41.330	1.628	0.751	3.000	3.000	-0.688	0.921	-13.628	-18.907	5.965	6.371	0.629	1.450	2.994
0.956	41.321	1.611	0.763	3.000	3.000	-0.392	0.845	-13.136	-19.842	5.986	6.442	0.618	1.429	2.997
0.956	41.312	1.595	0.775	3.000	3.000	-0.255	0.973	-12.945	-19.876	6.023	6.417	0.607	1.407	3.000
0.956	41.351	1.578	0.787	3.000	3.000	-0.339	1.224	-13.044	-18.969	6.035	6.453	0.595	1.394	3.000
0.956	41.339	1.560	0.793	3.000	3.000	-0.521	1.494	-13.804	-17.218	6.060	6.448	0.586	1.387	3.000
0.957	41.327	1.542	0.794	3.000	3.000	-0.554	1.586	-14.669	-16.633	6.059	6.449	0.584	1.385	3.000
0.957	41.333	1.516	0.792	3.000	3.000	-0.426	1.564	-14.987	-17.028	6.083	6.427	0.580	1.388	3.000
0.957	41.336	1.480	0.785	3.000	3.000	-0.154	1.460	-15.239	-17.957	6.103	6.462	0.578	1.395	3.000
0.957	41.312	1.433	0.774	3.000	3.000	0.063	1.324	-14.967	-19.211	6.126	6.433	0.581	1.411	3.000
0.957	41.306	1.377	0.765	3.000	3.000	0.180	1.254	-14.668	-19.390	6.114	6.450	0.584	1.429	3.000
0.958	41.318	1.315	0.754	3.000	3.000	0.142	1.324	-14.515	-18.209	6.140	6.430	0.586	1.444	3.000
0.958	41.339	1.256	0.738	3.000	3.000	-0.024	1.451	-14.992	-15.962	6.140	6.405	0.591	1.460	3.000
0.958	41.321	1.200	0.724	3.000	3.000	-0.265	1.560	-15.826	-14.051	6.149	6.421	0.595	1.474	3.000
0.958	41.321	1.150	0.706	3.000	3.000	-0.367	1.528	-16.712	-13.410	6.157	6.398	0.594	1.489	3.000
0.958	41.339	1.099	0.688	3.000	3.000	-0.295	1.365	-16.715	-13.579	6.156	6.399	0.596	1.506	3.000
0.959	41.321	1.054	0.671	3.000	3.000	-0.005	1.164	-16.633	-14.898	6.181	6.367	0.593	1.514	3.000
0.959	41.336	0.999	0.654	3.000	3.000	0.281	1.071	-15.998	-16.246	6.169	6.373	0.585	1.525	3.000
0.959	41.345	0.938	0.639	3.000	3.000	0.409	1.135	-15.998	-16.094	6.193	6.342	0.577	1.533	3.000
0.959	41.324	0.867	0.623	3.000	3.000	0.307	1.335	-16.013	-14.879	6.194	6.326	0.562	1.539	3.000
0.959	41.330	0.786	0.606	3.000	3.000	0.059	1.538	-15.295	-12.914	6.191	6.319	0.546	1.546	3.000
0.960	41.351	0.694	0.592	3.000	3.000	-0.203	1.661	-14.803	-11.414	6.170	6.312	0.522	1.550	3.000
0.960	41.324	0.600	0.584	3.000	3.000	-0.312	1.565	-14.761	-11.408	6.182	6.297	0.488	1.555	3.000
0.960	41.336	0.509	0.581	3.000	3.000	-0.160	1.343	-15.363	-12.747	6.174	6.311	0.450	1.553	3.000
0.960	41.330	0.427	0.583	3.000	3.000	0.142	1.099	-16.235	-14.416	6.159	6.293	0.402	1.549	3.000
0.960	41.324	0.359	0.591	3.000	3.000	0.405	0.911	-17.079	-15.818	6.145	6.280	0.350	1.537	3.000
0.961	41.327	0.303	0.601	3.000	3.000	0.470	0.799	-17.103	-16.089	6.135	6.262	0.291	1.515	3.000
0.961	41.370	0.255	0.611	3.000	3.000	0.346	0.810	-16.008	-14.885	6.129	6.246	0.222	1.481	3.000
0.961	41.312	0.210	0.621	3.000	2.796	0.105	0.885	-15.065	-13.003	6.133	6.211	0.146	1.430	3.000
0.961	41.345	0.156	0.629	3.000	2.063	-0.081	0.987	-15.295	-12.196	6.105	6.200	0.065	1.369	3.000
0.961	41.321	0.097	0.635	3.000	1.280	-0.089	0.986	-15.700	-11.695	6.101	6.196	-0.018	1.287	3.000
0.962	41.296	0.032	0.635	3.000	0.462	0.110	0.838	-17.650	-11.933	6.082	6.179	-0.106	1.189	3.000
0.962	41.318	-0.038	0.632	2.935	-0.379	0.492	0.664	-18.538	-13.347	6.066	6.164	-0.193	1.077	3.000
0.962	41.309	-0.095	0.631	2.757	-1.217	0.793	0.574	-18.509	-13.731	6.046	6.152	-0.276	0.949	3.000
0.962	41.299	-0.144	0.628	2.555	-2.019	0.884	0.601	-17.703	-14.712	6.051	6.144	-0.355	0.810	3.000
0.962	41.357	-0.175	0.628	2.330	-2.764	0.713	0.648	-16.099	-15.046	6.030	6.137	-0.428	0.662	2.855
0.963	41.287	-0.197	0.628	2.072	-3.000	0.427	0.596	-15.676	-14.945	6.036	6.125	-0.496	0.510	2.697
0.963	41.299	-0.215	0.623	1.787	-3.000	0.170	0.536	-15.850	-14.543	6.022	6.127	-0.551	0.351	2.526
0.963	41.302	-0.237	0.615	1.467	-3.000	-0.023	0.537	-16.891	-14.121	6.003	6.121	-0.599	0.194	2.345
0.963	41.315	-0.273	0.599	1.116	-3.000	0.126	0.461	-18.204	-14.318	5.983	6.103	-0.639	0.042	2.160
0.963	41.296	-0.320	0.580	0.740	-3.000	0.388	0.354	-18.935	-14.882	5.978	6.090	-0.668	-0.101	1.971
0.964	41.287	-0.372	0.559	0.341	-3.000	0.598	0.230	-19.030	-15.489	5.959	6.083	-0.683	-0.239	1.780
0.964	41.318	-0.418	0.535	-0.074	-3.000	0.555	0.131	-18.158	-16.041	5.945	6.061	-0.689	-0.362	1.589
0.964	41.333	-0.454	0.509	-0.493	-3.000	0.330	0.110	-17.503	-16.284	5.938	6.038	-0.688	-0.473	1.403
0.964	41.309	-0.476	0.484	-0.905	-3.000	0.033	0.076	-16.939	-16.678	5.933	6.040	-0.676	-0.569	1.223
0.964	41.348	-0.492	0.468	-1.300	-3.000	-0.233	0.077	-16.881	-16.890	5.912	6.030	-0.657	-0.650	1.049
0.965	41.327	-0.500	0.458	-1.669	-3.000	-0.186	0.101	-17.542	-16.967	5.923	6.032	-0.631	-0.716	0.892
0.965	41.324	-0.519	0.457	-2.008	-3.000	0.407	0.121	-18.254	-16.835	5.896	6.017	-0.597	-0.768	0.746
0.965	41.306	-0.558	0.461	-2.305	-3.000	1.396	0.108	-19.371	-16.727	5.886	6.024	-0.562	-0.806	0.612
0.965	41.324	-0.610	0.466	-2.566	-3.000	2.227	0.036	-19.900	-16.617	5.883	6.026	-0.519	-0.831	0.493
0.965	41.339	-0.668	0.472	-2.788	-3.000	2.433	-0.061	-19.599	-16.312	5.868	6.018	-0.474	-0.843	0.395
0.966	41.324	-0.719	0.477	-2.977	-3.000	1.992	-0.193	-19.058	-16.064	5.869	6.012	-0.427	-0.848	0.310
0.966	41.342	-0.755	0.483	-3.000	-3.000	1.237	-0.395	-18.560	-15.850	5.863	6.001	-0.384	-0.844	0.239
0.966	41.391	-0.772	0.494	-3.000	-3.000	0.457	-0.579	-18.779	-15.978	5.857	5.984	-0.342	-0.830	0.196
0.966	41.345	-0.774	0.502	-3.000	-3.000	0.263	-0.671	-19.078	-16.264	5.849	5.969	-0.302	-0.817	0.170
0.966	41.342	-0.767	0.507	-3.000	-3.000	0.613	-0.742	-19.827	-16.465	5.853	5.967	-0.262	-0.800	0.162
0.967	41.354	-0.768	0.507	-3.000	-3.000	1.142	-0.678	-20.299	-16.573	5.848	5.945	-0.231	-0.782	0.169
0.967	41.354	-0.779	0.499	-3.000	-3.000	1.460	-0.544	-20.008	-16.160	5.848	5.947	-0.203	-0.764	0.193
0.967	41.370	-0.808	0.491	-3.000	-3.000	1.397	-0.413	-18.817	-15.186	5.851	5.938	-0.179	-0.752	0.229
0.967	41.367	-0.844	0.480	-3.000	-2.984	1.128	-0.446	-17.027	-14.222	5.865	5.947	-0.160	-0.742	0.276
0.967	41.354	-0.888	0.471	-3.000	-2.871	0.859	-0.629	-15.733	-13.459	5.858	5.938	-0.150	-0.736	0.329
0.968	41.360	-0.925	0.460	-3.000	-2.747	0.715	-0.699	-15.225	-13.198	5.873	5.933	-0.140	-0.734	0.385
0.968	41.373	-0.948	0.446	-3.000	-2.609	0.965	-0.611	-15.608	-13.479	5.873	5.940	-0.137	-0.737	0.445
0.968	41.367	-0.960	0.427	-3.000	-2.455	1.450	-0.469	-16.319	-13.891	5.879	5.938	-0.135	-0.744	0.499
0.968	41.379	-0.971	0.408	-3.000	-2.294	1.761	-0.470	-16.836	-14.218	5.893	5.937	-0.137	-0.752	0.547
0.968	41.379	-0.982	0.389	-3.000	-2.131	1.625	-0.760	-16.673	-14.331	5.906	5.931	-0.139	-0.761	0.593
0.969	41.379	-1.010	0.378	-3.000	-1.977	1.276	-1.058	-15.783	-13.942	5.912	5.929	-0.141	-0.770	0.627
0.969	41.382	-1.048	0.371	-3.000	-1.832	0.883	-1.177	-14.713	-13.109	5.930	5.923	-0.145	-0.778	0.643
0.969	41.403	-1.099	0.366	-3.000	-1.707	0.772	-1.043	-13.961	-12.308	5.942	5.919	-0.148	-0.781	0.651
0.969	41.367	-1.145	0.360	-3.000	-1.606	1.100	-0.765	-13.919	-11.850	5.953	5.923	-0.151	-0.783	0.646
0.969	41.382	-1.180	0.349	-3.000	-1.525	1.597	-0.582	-14.365	-11.840	5.973	5.915	-0.151	-0.777	0.634
0.970	41.370	-1.193	0.339	-3.000	-1.477	1.913	-0.606	-14.866	-11.925	5.999	5.909	-0.152	-0.769	0.620
0.970	41.342	-1.184	0.329	-3.000	-1.455	1.904	-0.869	-14.871	-12.039	6.017	5.916	-0.153	-0.756	0.608
0.970	41.364	-1.161	0.325	-3.000	-1.458	1.538	-1.153	-14.165	-11.879	6.021	5.919	-0.156	-0.742	0.597
0.970	41.354	-1.133	0.324	-3.000	-1.482	1.008	-1.225	-12.921	-11.417	6.042	5.917	-0.162	-0.720	0.602
0.970	41.357	-1.109	0.330	-2.784	-1.513	0.566	-1.051	-11.746	-10.795	6.061	5.911	-0.169	-0.702	0.613
0.971	41.354	-1.094	0.338	-2.526	-1.542	0.513	-0.786	-11.011	-10.172	6.091	5.910	-0.179	-0.684	0.636
0.971	41.370	-1.085	0.359	-2.246	-1.557	0.944	-0.653	-10.845	-9.670	6.105	5.901	-0.194	-0.664	0.665
0.971	41.351	-1.074	0.389	-1.954	-1.552	1.568	-0.722	-11.018	-9.642	6.120	5.908	-0.209	-0.648	0.701
0.971	41.364	-1.049	0.428	-1.657	-1.508	1.924	-0.933	-11.381	-9.947	6.133	5.914	-0.224	-0.639	0.740
0.971	41.351	-1.008	0.471	-1.359	-1.429	1.794	-1.177	-11.617	-10.483	6.157	5.910	-0.239	-0.632	0.781
0.972	41.345	-0.947	0.513	-1.067	-1.311	1.344	-1.406	-11.317	-10.911	6.170	5.902	-0.254	-0.628	0.826
0.972	41.351	-0.879	0.552	-0.784	-1.164	0.819	-1.571	-10.547	-10.917	6.189	5.900	-0.272	-0.630	0.870
0.972	41.345	-0.824	0.596	-0.510	-0.991	0.487	-1.688	-9.479	-10.599	6.202	5.896	-0.285	-0.634	0.916
0.972	41.342	-0.790	0.645	-0.248	-0.797	0.458	-1.686	-8.636	-10.190	6.204	5.882	-0.298	-0.643	0.964
0.972	41.324	-0.790	0.701	0.002	-0.589	0.625	-1.575	-8.238	-10.016	6.209	5.867	-0.309	-0.651	1.010
0.973	41.336	-0.829	0.763	0.236	-0.371	0.932	-1.454	-8.359	-10.435	6.203	5.861	-0.318	-0.667	1.047
0.973	41.357	-0.893	0.826	0.445	-0.151	1.224	-1.437	-9.040	-11.202	6.209	5.862	-0.327	-0.680	1.080
0.973	41.342	-0.959	0.878	0.628	0.066	1.237	-1.537	-9.714	-11.969	6.206	5.856	-0.333	-0.694	1.106
0.973	41.302	-1.009	0.913	0.783	0.277	1.020	-1.716	-10.059	-12.394	6.209	5.852	-0.338	-0.709	1.120
0.973	41.324	-1.035	0.932	0.908	0.472	0.749	-1.841	-9.806	-12.099	6.212	5.850	-0.343	-0.725	1.122
0.974	41.321	-1.037	0.937	1.002	0.643	0.605	-1.832	-9.019	-11.212	6.217	5.850	-0.344	-0.739	1.116
0.974	41.318	-1.020	0.930	1.066	0.792	0.716	-1.741	-8.084	-9.995	6.198	5.843	-0.343	-0.755	1.098
0.974	41.321	-0.999	0.914	1.099	0.911	0.932	-1.734	-7.382	-8.837	6.206	5.831	-0.339	-0.771	1.070
0.974	41.318	-0.983	0.888	1.110	1.003	1.076	-1.869	-7.380	-7.896	6.194	5.814	-0.342	-0.785	1.033
0.974	41.309	-0.979	0.852	1.100	1.063	1.100	-2.042	-8.121	-7.380	6.175	5.786	-0.334	-0.794	0.987
0.975	41.290	-0.978	0.812	1.071	1.091	0.993	-2.095	-8.977	-7.496	6.160	5.772	-0.331	-0.809	0.936
0.975	41.281	-0.972	0.767	1.024	1.089	0.820	-2.002	-9.778	-8.244	6.148	5.747	-0.327	-0.818	0.874
0.975	41.269	-0.949	0.726	0.960	1.055	0.696	-1.805	-10.175	-9.304	6.125	5.718	-0.326	-0.820	0.815
0.975	41.278	-0.908	0.687	0.888	0.989	0.682	-1.633	-9.987	-10.075	6.118	5.703	-0.323	-0.820	0.755
0.975	41.266	-0.847	0.646	0.811	0.894	0.808	-1.646	-9.520	-10.280	6.088	5.692	-0.322	-0.815	0.699
0.976	41.266	-0.781	0.595	0.733	0.776	1.009	-1.779	-8.870	-9.872	6.064	5.672	-0.329	-0.806	0.648
0.976	41.229	-0.719	0.535	0.663	0.636	1.096	-2.045	-8.494	-9.036	6.050	5.648	-0.337	-0.787	0.603
0.976	41.251	-0.676	0.467	0.605	0.489	0.943	-2.208	-8.348	-8.180	6.027	5.631	-0.348	-0.768	0.558
0.976	41.208	-0.652	0.396	0.567	0.337	0.651	-2.234	-8.318	-7.650	5.987	5.616	-0.355	-0.744	0.516
0.976	41.232	-0.638	0.330	0.546	0.191	0.315	-2.076	-8.364	-7.718	5.962	5.588	-0.368	-0.717	0.466
0.977	41.202	-0.621	0.267	0.550	0.049	0.136	-1.807	-8.390	-8.106	5.949	5.573	-0.379	-0.687	0.413
0.977	41.208	-0.583	0.209	0.580	-0.083	0.174	-1.610	-8.853	-8.504	5.912	5.543	-0.385	-0.655	0.360
0.977	41.196	-0.521	0.152	0.635	-0.208	0.411	-1.589	-8.784	-8.651	5.891	5.511	-0.391	-0.621	0.302
0.977	41.187	-0.436	0.102	0.709	-0.331	0.744	-1.680	-7.867	-8.154	5.862	5.481	-0.393	-0.586	0.243
0.977	41.165	-0.342	0.058	0.792	-0.445	1.020	-1.874	-6.665	-7.796	5.839	5.462	-0.402	-0.555	0.187
0.978	41.153	-0.259	0.027	0.863	-0.539	0.982	-2.035	-6.466	-7.933	5.806	5.446	-0.406	-0.515	0.131
0.978	41.153	-0.194	0.018	0.911	-0.618	0.625	-2.254	-7.099	-7.997	5.787	5.407	-0.410	-0.472	0.082
0.978	41.141	-0.155	0.016	0.935	-0.663	0.194	-2.409	-9.196	-7.678	5.757	5.379	-0.418	-0.435	0.050
0.978	41.156	-0.139	0.025	0.926	-0.682	-0.148	-2.387	-11.274	-7.419	5.718	5.357	-0.425	-0.396	0.028
0.978	41.122	-0.126	0.042	0.890	-0.667	-0.185	-2.153	-12.257	-7.650	5.680	5.328	-0.442	-0.353	0.026
0.979	41.132	-0.108	0.055	0.825	-0.618	0.072	-1.827	-11.353	-8.366	5.643	5.295	-0.459	-0.307	0.040
0.979	41.129	-0.075	0.067	0.735	-0.536	0.433	-1.571	-8.595	-9.129	5.626	5.268	-0.474	-0.266	0.059
0.979	41.119	-0.027	0.081	0.618	-0.418	0.667	-1.466	-5.821	-9.102	5.594	5.234	-0.494	-0.222	0.091
0.979	41.119	0.025	0.097	0.483	-0.270	0.620	-1.593	-5.148	-8.141	5.548	5.209	-0.511	-0.182	0.125
0.979	41.122	0.071	0.105	0.334	-0.094	0.320	-1.997	-6.945	-6.160	5.501	5.167	-0.520	-0.149	0.155
0.980	41.095	0.096	0.103	0.187	0.104	-0.118	-2.580	-9.821	-3.605	5.476	5.127	-0.529	-0.120	0.178
0.980	41.089	0.102	0.087	0.041	0.317	-0.417	-2.967	-12.304	-1.948	5.452	5.098	-0.532	-0.095	0.192
0.980	41.080	0.084	0.059	-0.096	0.540	-0.582	-2.860	-12.377	-2.124	5.406	5.060	-0.529	-0.076	0.191
0.980	41.083	0.057	0.022	-0.224	0.771	-0.272	-2.290	-9.899	-3.825	5.379	5.030	-0.521	-0.064	0.174
0.980	41.092	0.028	-0.022	-0.342	1.004	-0.015	-1.628	-6.161	-6.094	5.339	4.986	-0.510	-0.059	0.146
0.981	41.077	0.016	-0.074	-0.449	1.229	0.331	-1.283	-3.746	-7.537	5.302	4.952	-0.493	-0.064	0.109
0.981	41.068	0.019	-0.132	-0.545	1.441	0.775	-1.506	-3.439	-7.366	5.241	4.922	-0.472	-0.074	0.060
0.981	41.083	0.038	-0.194	-0.626	1.620	0.946	-2.233	-5.265	-5.959	5.206	4.878	-0.448	-0.089	0.007
0.981	41.046	0.065	-0.255	-0.691	1.758	0.750	-2.974	-7.908	-4.252	5.160	4.827	-0.423	-0.110	-0.047
0.981	41.034	0.090	-0.314	-0.733	1.844	0.256	-3.341	-9.811	-3.078	5.113	4.791	-0.397	-0.136	-0.105
0.982	41.058	0.098	-0.369	-0.761	1.869	-0.291	-3.195	-10.192	-2.975	5.076	4.748	-0.369	-0.170	-0.161
0.982	41.052	0.088	-0.425	-0.768	1.827	-0.587	-2.692	-8.626	-3.966	5.041	4.697	-0.344	-0.203	-0.215
0.982	41.028	0.061	-0.490	-0.748	1.723	-0.140	-2.111	-6.147	-5.148	5.008	4.656	-0.321	-0.235	-0.267
0.982	41.022	0.022	-0.560	-0.706	1.560	0.444	-1.775	-4.042	-6.086	4.963	4.617	-0.297	-0.274	-0.312
0.982	41.046	-0.013	-0.639	-0.648	1.347	0.953	-1.826	-3.058	-6.572	4.923	4.573	-0.276	-0.311	-0.349
0.983	41.022	-0.041	-0.728	-0.567	1.096	1.227	-2.258	-3.735	-6.251	4.883	4.533	-0.261	-0.342	-0.376
0.983	41.034	-0.053	-0.820	-0.458	0.820	1.108	-2.761	-5.387	-5.853	4.836	4.491	-0.245	-0.372	-0.392
0.983	41.028	-0.054	-0.909	-0.328	0.537	0.610	-3.007	-7.265	-5.541	4.799	4.436	-0.235	-0.403	-0.393
0.983	41.013	-0.047	-0.995	-0.179	0.249	0.209	-2.847	-8.828	-5.658	4.765	4.400	-0.233	-0.430	-0.380
0.983	41.019	-0.048	-1.073	-0.019	-0.033	0.097	-2.372	-9.057	-5.742	4.717	4.352	-0.235	-0.454	-0.353
0.984	41.010	-0.057	-1.148	0.145	-0.307	0.129	-1.820	-8.172	-6.058	4.683	4.296	-0.243	-0.475	-0.307
0.984	40.988	-0.075	-1.216	0.307	-0.564	0.284	-1.397	-6.645	-6.638	4.628	4.247	-0.260	-0.493	-0.242
0.984	41.006	-0.096	-1.276	0.455	-0.794	0.295	-1.273	-5.296	-7.163	4.597	4.208	-0.279	-0.506	-0.169
0.984	40.997	-0.110	-1.327	0.591	-0.984	0.570	-1.500	-4.489	-7.299	4.568	4.157	-0.307	-0.516	-0.078
0.984	40.985	-0.111	-1.369	0.714	-1.121	0.802	-1.870	-5.020	-7.028	4.513	4.120	-0.339	-0.524	0.028
0.985	40.976	-0.094	-1.402	0.825	-1.193	1.005	-2.112	-5.625	-6.420	4.467	4.077	-0.378	-0.527	0.138
0.985	40.976	-0.060	-1.431	0.924	-1.197	0.896	-2.040	-7.038	-5.130	4.432	4.031	-0.419	-0.526	0.257
0.985	40.948	-0.009	-1.452	1.017	-1.137	0.698	-1.674	-8.349	-4.360	4.390	3.992	-0.464	-0.526	0.377
0.985	40.933	0.043	-1.473	1.105	-1.016	0.350	-1.088	-7.890	-4.749	4.366	3.947	-0.510	-0.525	0.485
0.985	40.958	0.094	-1.488	1.188	-0.849	0.340	-0.598	-7.827	-6.232	4.322	3.920	-0.560	-0.517	0.586
0.986	40.942	0.138	-1.499	1.267	-0.635	0.618	-0.356	-6.231	-7.560	4.284	3.866	-0.605	-0.515	0.667
0.986	40.958	0.178	-1.498	1.340	-0.391	1.063	-0.367	-5.525	-7.955	4.247	3.825	-0.651	-0.513	0.725
0.986	40.936	0.209	-1.487	1.413	-0.124	1.399	-0.449	-4.796	-6.841	4.206	3.783	-0.696	-0.512	0.756
0.986	40.924	0.237	-1.464	1.487	0.156	1.516	-0.412	-5.344	-4.890	4.174	3.745	-0.738	-0.510	0.761
0.986	40.933	0.258	-1.427	1.559	0.439	1.370	-0.186	-6.978	-3.772	4.128	3.706	-0.769	-0.509	0.738
0.987	40.909	0.271	-1.381	1.627	0.714	1.150	0.130	-7.601	-3.682	4.095	3.660	-0.801	-0.510	0.693
0.987	40.909	0.272	-1.330	1.685	0.971	1.078	0.425	-7.978	-4.978	4.058	3.630	-0.829	-0.510	0.624
0.987	40.903	0.258	-1.271	1.734	1.204	1.166	0.566	-6.480	-6.399	4.023	3.593	-0.848	-0.512	0.541
0.987	40.897	0.233	-1.213	1.763	1.407	1.381	0.567	-5.237	-7.133	3.983	3.557	-0.864	-0.515	0.444
0.987	40.891	0.194	-1.154	1.773	1.579	1.710	0.500	-4.457	-6.977	3.945	3.521	-0.879	-0.519	0.338
0.988	40.878	0.153	-1.098	1.761	1.724	1.903	0.433	-4.186	-5.567	3.914	3.491	-0.885	-0.519	0.227
0.988	40.875	0.105	-1.046	1.725	1.837	1.884	0.379	-5.298	-4.089	3.877	3.457	-0.888	-0.517	0.108
0.988	40.875	0.059	-0.998	1.661	1.911	1.762	0.452	-6.326	-2.969	3.837	3.420	-0.887	-0.517	-0.011
0.988	40.860	0.001	-0.962	1.569	1.953	1.593	0.633	-7.067	-2.537	3.808	3.382	-0.881	-0.514	-0.122
0.988	40.863	-0.064	-0.923	1.456	1.959	1.469	0.888	-6.814	-3.055	3.771	3.354	-0.873	-0.510	-0.234
0.989	40.842	-0.141	-0.887	1.321	1.926	1.554	1.068	-5.939	-3.448	3.736	3.326	-0.864	-0.500	-0.339
0.989	40.826	-0.229	-0.859	1.169	1.851	1.690	0.998	-5.164	-3.986	3.702	3.299	-0.852	-0.490	-0.437
0.989	40.857	-0.327	-0.832	1.007	1.731	1.787	0.780	-4.532	-4.199	3.673	3.264	-0.836	-0.479	-0.521
0.989	40.845	-0.426	-0.815	0.845	1.571	1.762	0.509	-4.845	-4.070	3.627	3.235	-0.820	-0.463	-0.600
0.989	40.823	-0.521	-0.805	0.691	1.372	1.557	0.431	-5.384	-4.004	3.598	3.218	-0.804	-0.444	-0.667
0.990	40.817	-0.607	-0.813	0.552	1.151	1.333	0.638	-6.416	-3.484	3.566	3.167	-0.791	-0.426	-0.725
0.990	40.836	-0.678	-0.833	0.442	0.917	1.195	1.039	-6.972	-2.490	3.528	3.141	-0.776	-0.403	-0.771
0.990	40.820	-0.738	-0.862	0.361	0.687	1.212	1.470	-6.609	-1.976	3.498	3.113	-0.765	-0.379	-0.808
0.990	40.796	-0.784	-0.900	0.303	0.478	1.374	1.717	-5.865	-1.683	3.462	3.085	-0.756	-0.352	-0.835
0.990	40.781	-0.825	-0.941	0.262	0.303	1.599	1.662	-4.500	-2.020	3.445	3.049	-0.747	-0.329	-0.853
0.991	40.805	-0.857	-0.990	0.241	0.169	1.717	1.355	-3.584	-2.726	3.413	3.027	-0.739	-0.304	-0.861
0.991	40.799	-0.887	-1.041	0.241	0.087	1.641	1.079	-3.150	-3.216	3.374	2.989	-0.736	-0.280	-0.864
0.991	40.771	-0.910	-1.093	0.270	0.053	1.366	0.919	-3.549	-3.116	3.345	2.966	-0.733	-0.257	-0.857
0.991	40.787	-0.933	-1.140	0.331	0.063	0.922	0.932	-4.517	-2.751	3.293	2.952	-0.730	-0.235	-0.854
0.991	40.781	-0.949	-1.182	0.429	0.110	0.642	1.070	-5.423	-1.941	3.258	2.926	-0.731	-0.217	-0.839
0.992	40.775	-0.960	-1.211	0.555	0.184	0.573	1.183	-5.785	-1.084	3.247	2.907	-0.730	-0.202	-0.828
0.992	40.805	-0.967	-1.232	0.700	0.273	0.686	1.157	-5.492	-0.642	3.222	2.886	-0.728	-0.187	-0.813
0.992	40.784	-0.969	-1.239	0.850	0.376	0.937	0.970	-4.713	-0.901	3.196	2.849	-0.725	-0.176	-0.794
0.992	40.790	-0.968	-1.242	1.002	0.484	1.139	0.749	-3.732	-1.125	3.186	2.832	-0.723	-0.167	-0.778
0.992	40.811	-0.966	-1.232	1.143	0.603	1.186	0.611	-2.957	-1.169	3.168	2.806	-0.719	-0.159	-0.764
0.993	40.768	-0.958	-1.215	1.276	0.729	1.129	0.590	-2.752	-1.180	3.133	2.763	-0.713	-0.155	-0.745
0.993	40.781	-0.949	-1.187	1.397	0.869	0.945	0.713	-3.336	-0.929	3.107	2.733	-0.702	-0.147	-0.734
0.993	40.793	-0.938	-1.151	1.506	1.023	0.740	1.015	-4.012	-0.537	3.089	2.709	-0.689	-0.143	-0.728
0.993	40.775	-0.927	-1.110	1.601	1.181	0.674	1.309	-4.440	-0.210	3.053	2.703	-0.674	-0.138	-0.723
0.993	40.781	-0.918	-1.068	1.677	1.349	0.706	1.409	-4.550	-0.132	3.018	2.682	-0.654	-0.136	-0.726
0.994	40.790	-0.912	-1.024	1.731	1.510	0.808	1.257	-4.558	-0.294	2.993	2.661	-0.637	-0.130	-0.728
0.994	40.759	-0.909	-0.979	1.758	1.653	0.894	1.007	-4.429	-0.562	2.964	2.647	-0.616	-0.127	-0.736
0.994	40.768	-0.917	-0.940	1.748	1.770	0.805	0.809	-4.207	-0.715	2.948	2.636	-0.588	-0.124	-0.745
0.994	40.753	-0.934	-0.902	1.705	1.854	0.571	0.763	-4.211	-0.674	2.923	2.611	-0.562	-0.120	-0.758
0.994	40.741	-0.955	-0.872	1.619	1.902	0.380	0.905	-4.408	-0.508	2.898	2.592	-0.535	-0.116	-0.774
0.995	40.759	-0.988	-0.850	1.492	1.921	0.331	1.189	-4.446	-0.092	2.873	2.568	-0.510	-0.115	-0.790
0.995	40.747	-1.025	-0.840	1.318	1.917	0.480	1.370	-4.016	0.559	2.853	2.551	-0.469	-0.111	-0.804
0.995	40.744	-1.065	-0.841	1.099	1.896	0.833	1.334	-3.434	1.017	2.844	2.518	-0.441	-0.110	-0.822
0.995	40.753	-1.109	-0.847	0.843	1.865	1.164	1.071	-2.995	1.091	2.818	2.502	-0.410	-0.106	-0.839
0.995	40.744	-1.158	-0.856	0.557	1.825	1.260	0.761	-2.728	0.978	2.795	2.480	-0.380	-0.101	-0.855
0.996	40.735	-1.210	-0.869	0.254	1.774	1.141	0.608	-2.587	0.796	2.783	2.459	-0.350	-0.101	-0.869
